length_multiplier,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
1.75,4,330,9,44.128,9.000000
1.75,5,330,9,44.170,9.000000
1.75,6,330,9,44.183,9.000000
1.75,7,330,9,44.103,9.000000
1.75,8,330,9,44.136,9.000000
1.75,9,330,9,44.159,9.000000
2.00,0,0,13,43.288,13.000000
2.00,1,0,13,43.310,13.000000
2.00,2,0,13,43.304,13.000000
2.00,3,0,13,43.305,13.000000
2.00,4,0,13,43.298,13.000000
2.00,5,0,13,43.300,13.000000
2.00,6,0,13,43.279,13.000000
2.00,7,0,13,43.318,13.000000
2.00,8,0,13,43.322,13.000000
2.00,9,0,13,43.285,13.000000
2.00,0,30,12,43.439,12.000000
2.00,1,30,12,43.572,12.000000
2.00,2,30,12,43.526,12.000000
2.00,3,30,12,43.571,12.000000
2.00,4,30,12,43.566,12.000000
2.00,5,30,12,43.556,12.000000
2.00,6,30,12,43.601,12.000000
2.00,7,30,12,43.550,12.000000
2.00,8,30,12,43.521,12.000000
2.00,9,30,12,43.521,12.000000
2.00,0,60,10,43.233,10.000000
2.00,1,60,10,43.238,10.000000
2.00,2,60,10,43.242,10.000000
2.00,3,60,10,43.216,10.000000
2.00,4,60,10,43.222,10.000000
2.00,5,60,10,43.214,10.000000
2.00,6,60,10,43.211,10.000000
2.00,7,60,10,43.220,10.000000
2.00,8,60,10,43.220,10.000000
2.00,9,60,10,43.229,10.000000
2.00,0,90,12,43.183,12.000000
2.00,1,90,12,43.177,12.000000
2.00,2,90,12,43.177,12.000000
2.00,3,90,12,43.188,12.000000
2.00,4,90,12,43.189,12.000000
2.00,5,90,12,43.175,12.000000
2.00,6,90,12,43.191,12.000000
2.00,7,90,12,43.182,12.000000
2.00,8,90,12,43.188,12.000000
2.00,9,90,12,43.176,12.000000
2.00,0,120,14,43.900,14.000000
2.00,1,120,14,44.277,14.000000
2.00,2,120,14,43.947,14.000000
2.00,3,120,14,44.237,14.000000
2.00,4,120,14,43.900,14.000000
2.00,5,120,14,44.188,14.000000
2.00,6,120,14,44.106,14.000000
2.00,7,120,14,43.957,14.000000
2.00,8,120,14,44.323,14.000000
2.00,9,120,14,43.645,14.000000
2.00,0,150,0,-45.557,0.000000
2.00,1,150,0,-45.557,0.000000
2.00,2,150,0,-45.560,0.000000
2.00,3,150,0,-45.558,0.000000
2.00,4,150,0,-45.562,0.000000
2.00,5,150,0,-45.562,0.000000
2.00,6,150,0,-45.563,0.000000
2.00,7,150,0,-45.563,0.000000
2.00,8,150,0,-45.556,0.000000
2.00,9,150,0,-45.562,0.000000
2.00,0,180,0,-55.792,0.000000
2.00,1,180,0,-55.793,0.000000
2.00,2,180,0,-55.790,0.000000
2.00,3,180,0,-55.792,0.000000
2.00,4,180,0,-55.791,0.000000
2.00,5,180,0,-55.792,0.000000
2.00,6,180,0,-55.789,0.000000
2.00,7,180,0,-55.789,0.000000
2.00,8,180,0,-55.794,0.000000
2.00,9,180,0,-55.793,0.000000
2.00,0,210,0,-54.753,0.000000
2.00,1,210,0,-54.752,0.000000
2.00,2,210,0,-54.750,0.000000
2.00,3,210,0,-54.751,0.000000
2.00,4,210,0,-54.752,0.000000
2.00,5,210,0,-54.752,0.000000
2.00,6,210,0,-54.751,0.000000
2.00,7,210,0,-54.756,0.000000
2.00,8,210,0,-54.754,0.000000
2.00,9,210,0,-54.754,0.000000
2.00,0,240,0,-55.453,0.000000
2.00,1,240,0,-55.455,0.000000
2.00,2,240,0,-55.458,0.000000
2.00,3,240,0,-55.455,0.000000
2.00,4,240,0,-55.455,0.000000
2.00,5,240,0,-55.454,0.000000
2.00,6,240,0,-55.452,0.000000
2.00,7,240,0,-55.456,0.000000
2.00,8,240,0,-55.457,0.000000
2.00,9,240,0,-55.455,0.000000
2.00,0,270,0,-56.181,0.000000
2.00,1,270,0,-56.180,0.000000
2.00,2,270,0,-56.180,0.000000
2.00,3,270,0,-56.180,0.000000
2.00,4,270,0,-56.181,0.000000
2.00,5,270,0,-56.184,0.000000
2.00,6,270,0,-56.180,0.000000
2.00,7,270,0,-56.182,0.000000
2.00,8,270,0,-56.182,0.000000
2.00,9,270,0,-56.179,0.000000
2.00,0,300,0,-55.747,0.000000
2.00,1,300,0,-55.748,0.000000
2.00,2,300,0,-55.748,0.000000
2.00,3,300,0,-55.748,0.000000
2.00,4,300,0,-55.747,0.000000
2.00,5,300,0,-55.748,0.000000
2.00,6,300,0,-55.748,0.000000
2.00,7,300,0,-55.748,0.000000
2.00,8,300,0,-55.748,0.000000
2.00,9,300,0,-55.748,0.000000
2.00,0,330,9,43.412,9.000000
2.00,1,330,9,43.392,9.000000
2.00,2,330,9,43.419,9.000000
2.00,3,330,9,43.421,9.000000
2.00,4,330,9,43.431,9.000000
2.00,5,330,9,43.435,9.000000
2.00,6,330,9,43.434,9.000000
2.00,7,330,9,43.424,9.000000
2.00,8,330,9,43.432,9.000000
2.00,9,330,9,43.422,9.000000
